Rubro Num.,ID,Description for Catalogue,Unit Price,Price
3,TRAB-B2a-linea-AE,Suministro e instalación de línea neutra para centro de lavado y parrilla eléctrica abrir hueco en plafón.,  ," $2,223.00 "
3,TRAB-B2b-cable-AE,Suministro e instalación de cable uso rudo 3x10 marca indiana. (8 metros lineales),  ," $3,022.22 "
3,TRAB-B2b-utermica-AE,Suministro e instalación de unidad térmica 2x20 b ticino. (Por unidad)," $1,160.41 "," $4,641.62 "
3,TRAB-B2b-linea-AE,Suministro e instalación de línea neutra para centro de lavado y parrilla eléctrica abrir hueco en plafón.,  ," $2,223.00 "
3,TRAB-B3-cable-AE,Suministro e instalación de cable uso rudo 3x10 marca indiana. (8 metros lineales),  ," $3,022.22 "
3,TRAB-B3-utermica-AE,Suministro e instalación de unidad térmica 2x20 b ticino. (Por unidad)," $1,160.41 "," $4,641.62 "
3,TRAB-B3-linea-AE,Suministro e instalación de línea neutra para centro de lavado y parrilla eléctrica abrir hueco en plafón.,  ," $2,223.00 "
3,TRAB-C-cable-AE,Suministro e instalación de cable uso rudo 3x10 marca indiana. (8 metros lineales),  ," $3,022.22 "
3,TRAB-C-utermica-AE,Suministro e instalación de unidad térmica 2x20 b ticino. (Por unidad)," $1,160.41 "," $4,641.62 "
3,TRAB-C-linea-AE,Suministro e instalación de línea neutra para centro de lavado y parrilla eléctrica abrir hueco en plafón.,  ," $2,223.00 "
3,TRAB-A-contacto-BO,Suministro e instalación de contacto candado 2p-3h 30a  250v marca Bryant- boiler.,  ," $1,483.48 "
3,TRAB-A-clavija-BO,Suministro e instalación de clavija candado 2p-3h 30a  250v marca Bryant -boiler.,  , $904.53 
3,TRAB-B1-contacto-BO,Suministro e instalación de contacto candado 2p-3h 30a  250v marca Bryant- boiler.,  ," $1,483.48 "
3,TRAB-B1-clavija-BO,Suministro e instalación de clavija candado 2p-3h 30a  250v marca Bryant -boiler.,  , $904.53 
3,TRAB-B2a-contacto-BO,Suministro e instalación de contacto candado 2p-3h 30a  250v marca Bryant- boiler.,  ," $1,483.48 "
3,TRAB-B2a-clavija-BO,Suministro e instalación de clavija candado 2p-3h 30a  250v marca Bryant -boiler.,  , $904.53 
3,TRAB-B2b-contacto-BO,Suministro e instalación de contacto candado 2p-3h 30a  250v marca Bryant- boiler.,  ," $1,483.48 "
3,TRAB-B2b-clavija-BO,Suministro e instalación de clavija candado 2p-3h 30a  250v marca Bryant -boiler.,  , $904.53 
3,TRAB-B3-contacto-BO,Suministro e instalación de contacto candado 2p-3h 30a  250v marca Bryant- boiler.,  ," $1,483.48 "
3,TRAB-B3-clavija-BO,Suministro e instalación de clavija candado 2p-3h 30a  250v marca Bryant -boiler.,  , $904.53 
3,TRAB-C-contacto-BO,Suministro e instalación de contacto candado 2p-3h 30a 250v marca Bryant- boiler.,  ," $1,483.48 "
3,TRAB-C-clavija-BO,Suministro e instalación de clavija candado 2p-3h 30a 250v marca Bryant -boiler.,  , $904.53 
3,TRAB-A-contacto-CF,Suministro e instalación de contacto 15 amp polarizado 127v en plafón - campana de filtración,  , $722.00 
3,TRAB-B1-contacto-CF,Suministro e instalación de contacto 15 amp polarizado 127v en plafón - campana de filtración,  , $722.00 
3,TRAB-B2a-contacto-CF,Suministro e instalación de contacto 15 amp polarizado 127v en plafón - campana de filtración,  , $722.00 
3,TRAB-B2b-contacto-CF,Suministro e instalación de contacto 15 amp polarizado 127v en plafón - campana de filtración,  , $722.00 
3,TRAB-B3-contacto-CF,Suministro e instalación de contacto 15 amp polarizado 127v en plafón - campana de filtración,  , $722.00 
3,TRAB-C-contacto-CF,Suministro e instalación de contacto 15 amp polarizado 127v en plafón - campana de filtración,  , $722.00 
3,TRAB-A-contacto-CL,Suministro e instalación de contacto candado 3p-4h 20a  250v marca Bryant- centro de lavado.,  ," $1,557.92 "
3,TRAB-A-clavija-CL,Suministro e instalación de clavija candado 3p-4h 20a  250v marca Bryant - centro de lavado.,  , $949.75 
3,TRAB-B1-contacto-CL,Suministro e instalación de contacto candado 3p-4h 20a  250v marca Bryant- centro de lavado.,  ," $1,557.92 "
3,TRAB-B1-clavija-CL,Suministro e instalación de clavija candado 3p-4h 20a  250v marca Bryant - centro de lavado.,  , $949.75 
3,TRAB-B2a-contacto-CL,Suministro e instalación de contacto candado 3p-4h 20a  250v marca Bryant- centro de lavado.,  ," $1,557.92 "
3,TRAB-B2a-clavija-CL,Suministro e instalación de clavija candado 3p-4h 20a  250v marca Bryant - centro de lavado.,  , $949.75 
3,TRAB-B2b-contacto-CL,Suministro e instalación de contacto candado 3p-4h 20a  250v marca Bryant- centro de lavado.,  ," $1,557.92 "
3,TRAB-B2b-clavija-CL,Suministro e instalación de clavija candado 3p-4h 20a  250v marca Bryant - centro de lavado.,  , $949.75 
3,TRAB-B3-contacto-CL,Suministro e instalación de contacto candado 3p-4h 20a  250v marca Bryant- centro de lavado.,  ," $1,557.92 "
3,TRAB-B3-clavija-CL,Suministro e instalación de clavija candado 3p-4h 20a  250v marca Bryant - centro de lavado.,  , $949.75 
3,TRAB-C-contacto-CL,Suministro e instalación de contacto candado 3p-4h 20a 250v marca Bryant- centro de lavado.,  ," $1,557.92 "
3,TRAB-C-clavija-CL,Suministro e instalación de clavija candado 3p-4h 20a 250v marca Bryant - centro de lavado.,  , $949.75 
3,TRAB-A-contacto-HE,Suministro e instalación de contacto candado 2p-3h 20a  250v marca Bryant- horno.,  ," $1,347.69 "
3,TRAB-A-clavija-HE,Suministro e instalación de clavija candado 2p-3h 20a  250v marca Bryant horno- horno.,  ," $1,238.63 "
3,TRAB-B1-contacto-HE,Suministro e instalación de contacto candado 2p-3h 20a  250v marca Bryant- horno.,  ," $1,347.69 "
3,TRAB-B1-clavija-HE,Suministro e instalación de clavija candado 2p-3h 20a  250v marca Bryant horno- horno.,  ," $1,238.63 "
3,TRAB-B2a-contacto-HE,Suministro e instalación de contacto candado 2p-3h 20a  250v marca Bryant- horno.,  ," $1,347.69 "
3,TRAB-B2a-clavija-HE,Suministro e instalación de clavija candado 2p-3h 20a  250v marca Bryant horno- horno.,  ," $1,238.63 "
3,TRAB-B2b-contacto-HE,Suministro e instalación de contacto candado 2p-3h 20a  250v marca Bryant- horno.,  ," $1,347.69 "
3,TRAB-B2b-clavija-HE,Suministro e instalación de clavija candado 2p-3h 20a  250v marca Bryant horno- horno.,  ," $1,238.63 "
3,TRAB-B3-contacto-HE,Suministro e instalación de contacto candado 2p-3h 20a  250v marca Bryant- horno.,  ," $1,347.69 "
3,TRAB-B3-clavija-HE,Suministro e instalación de clavija candado 2p-3h 20a  250v marca Bryant horno- horno.,  ," $1,238.63 "
3,TRAB-C-contacto-HE,Suministro e instalación de contacto candado 2p-3h 20a 250v marca Bryant- horno.,  ," $1,347.69 "
3,TRAB-C-clavija-HE,Suministro e instalación de clavija candado 2p-3h 20a 250v marca Bryant horno- horno.,  ," $1,238.63 "
3,TRAB-A-minisplit-MS,Preparación eléctrica de minisplit incluye cableado y cable uso rudo p/conexión de equipo. (Por unidad)," $4,317.67 "," $12,953.02 "
3,TRAB-B1-minisplit-MS,Preparación eléctrica de minisplit incluye cableado y cable uso rudo p/conexión de equipo. (Por unidad)," $4,317.67 "," $12,953.02 "
3,TRAB-B2a-minisplit-MS,Preparación eléctrica de minisplit incluye cableado y cable uso rudo p/conexión de equipo. (Por unidad)," $3,890.29 "," $15,561.15 "
3,TRAB-B2b-minisplit-MS,Preparación eléctrica de minisplit incluye cableado y cable uso rudo p/conexión de equipo. (Por unidad)," $3,890.29 "," $15,561.15 "
3,TRAB-B3-minisplit-MS,Preparación eléctrica de minisplit incluye cableado y cable uso rudo p/conexión de equipo. (Por unidad)," $4,103.98 "," $16,415.92 "
3,TRAB-C-minisplit-MS,Preparación eléctrica de minisplit incluye cableado y cable uso rudo p/conexión de equipo. (Por unidad)," $3,890.29 "," $15,561.15 "
3,TRAB-A-contacto-PE,Suministro e instalación de contacto candado 3p-4h 30a  250v marca Bryant- parrilla eléctrica.,  ," $1,568.87 "
3,TRAB-A-clavija-PE,Suministro e instalación de clavija candado 3p-4h 30a  250v marca Bryant parrilla eléctrica.,  , $988.59 
3,TRAB-B1-contacto-PE,Suministro e instalación de contacto candado 3p-4h 30a  250v marca Bryant- parrilla eléctrica.,  ," $1,568.87 "
3,TRAB-B1-clavija-PE,Suministro e instalación de clavija candado 3p-4h 30a  250v marca Bryant parrilla eléctrica.,  , $988.59 
3,TRAB-B2a-contacto-PE,Suministro e instalación de contacto candado 3p-4h 30a  250v marca Bryant- parrilla eléctrica.,  ," $1,568.87 "
3,TRAB-B2a-clavija-PE,Suministro e instalación de clavija candado 3p-4h 30a  250v marca Bryant parrilla eléctrica.,  , $988.59 
3,TRAB-B2b-contacto-PE,Suministro e instalación de contacto candado 3p-4h 30a  250v marca Bryant- parrilla eléctrica.,  ," $1,568.87 "
3,TRAB-B2b-clavija-PE,Suministro e instalación de clavija candado 3p-4h 30a  250v marca Bryant parrilla eléctrica.,  , $988.59 
3,TRAB-B3-contacto-PE,Suministro e instalación de contacto candado 3p-4h 30a  250v marca Bryant- parrilla eléctrica.,  ," $1,568.87 "
3,TRAB-B3-clavija-PE,Suministro e instalación de clavija candado 3p-4h 30a  250v marca Bryant parrilla eléctrica.,  , $988.59 
3,TRAB-C-contacto-PE,Suministro e instalación de contacto candado 3p-4h 30a 250v marca Bryant- parrilla eléctrica.,  ," $1,568.87 "
3,TRAB-C-clavija-PE,Suministro e instalación de clavija candado 3p-4h 30a 250v marca Bryant parrilla eléctrica.,  , $988.59 
4,CANC-A-WC1-C,Suministro e instalación de cancel de regadera tipo Batiente de 1340 x 2000 mm,  ," $10,485.23 "
4,CANC-A-WC2-C,Suministro e instalación de cancel de regadera tipo Batiente 1340 x 2000 mm,  ," $10,485.23 "
4,CANC-A-WC1-E,Suministro e instalación de espejo Flotado 1200 x 700 mm,  ," $2,400.10 "
4,CANC-A-WC2-E,Suministro e instalación de espejo Flotado 1200 x 700 mm,  ," $2,400.10 "
4,CANC-B1-WC1-C,Suministro e instalación de cancel de regadera tipo Corredizo medidas 910 x 2000 y  940 x 2000 mm,  ," $21,447.58 "
4,CANC-B1-WC2-C,Suministro e instalación de cancel de regadera tipo Batiente 1840 x 2000 mm,  ," $12,382.30 "
4,CANC-B1-WC1-E,Suministro e instalación de espejo Flotado 1200 x 700 mm,  ," $2,400.10 "
4,CANC-B1-WC2-E,Suministro e instalación de espejo Flotado 1200 x 700 mm,  ," $2,400.10 "
4,CANC-B2a-WC1-C,Suministro e instalación de cancel de regadera tipo Batiente de 1350 x 2000 mm,  ," $10,380.12 "
4,CANC-B2a-WC2-C,Suministro e instalación de cancel de regadera tipo Batiente 1830 x 2000 mm,  ," $12,543.27 "
4,CANC-B2a-WC1-E,Suministro e instalación de espejo Flotado 1200 x 700 mm,  ," $2,400.10 "
4,CANC-B2a-WC2-E,Suministro e instalación de espejo Flotado 1200 x 700 mm,  ," $2,400.10 "
4,CANC-B2b-WC1-C,Suministro e instalación de cancel de regadera tipo Batiente de 1130 x 2000 mm,  ," $9,378.79 "
4,CANC-B2b-WC2-C,Suministro e instalación de cancel de regadera tipo Batiente 1260 x 2000 mm,  ," $10,066.73 "
4,CANC-B2b-WC1-E,Suministro e instalación de espejo Flotado 1200 x 700 mm,  ," $2,400.10 "
4,CANC-B2b-WC2-E,Suministro e instalación de espejo Flotado 1200 x 700 mm,  ," $2,400.10 "
4,CANC-B3-WC1-C,Suministro e instalación de cancel de regadera tipo Batiente de 920 x 2000 mm,  ," $8,270.46 "
4,CANC-B3-WC2-C,Suministro e instalación de cancel de regadera tipo Batiente medidas 930 x 2000 y 1570 x 2000 mm,  ," $21,601.04 "
4,CANC-B3-WC1-E,Suministro e instalación de espejo Flotado 1200 x 700 mm,  ," $2,400.10 "
4,CANC-B3-WC2-E,Suministro e instalación de espejo Flotado 1200 x 700 mm,  ," $2,400.10 "
4,CANC-C-WC1-C,Suministro e instalación de cancel de regadera  tipo Corredizo medidas 930 x 2000 y 1570 x 2000 mm,  ," $10,959.12 "
4,CANC-C-WC2-C,Suministro e instalación de cancel de regadera tipo Batiente de 920 x 2000 mm,  ," $21,027.75 "
4,CANC-C-WC1-E,Suministro e instalación de espejo Flotado 1200 x 700 mm,  ," $2,400.10 "
4,CANC-C-WC2-E,Suministro e instalación de espejo  Flotado 1200 x 700 mm,  ," $2,400.10 "
4,CANC-C-WC3-E,Suministro e instalación de espejo Flotado 1200 x 700 mm,  ," $2,400.10 "
5,PyC-A-AC-CSA,Cortina Sheer Aspen 2.75 x 3.10m,  ," $13,699.00 "
5,PyC-A-AC-PS,Persiana enrollable Screen 2.75 x 3.10m,  ," $9,576.00 "
5,PyC-A-R1-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-A-R1-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-A-R1-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-A-R2-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-A-R2-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-A-R2-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-A-S-Inst,Instalación de Persianas y Cortinas,  ," $2,128.00 "
5,PyC-B1-AC-CSA,Cortina Sheer Aspen 2.74 x 3.10m,  ," $13,699.00 "
5,PyC-B1-AC-PS,Persiana enrollable Screen 2.74 x 3.10m,  ," $9,576.00 "
5,PyC-B1-AFX-CSA,Cortina Sheer Aspen 2.74 x 3.10m,  ," $10,108.00 "
5,PyC-B1-AFX-PS,Persiana enrollable Screen 2.74 x 3.10m,  ," $6,118.00 "
5,PyC-B1-R1-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-B1-R1-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-B1-R1-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-B1-R2-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-B1-R2-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-B1-R2-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-B1-S-Inst,Instalación de Persianas y Cortinas,  ," $2,660.00 "
5,PyC-B2a-AC-CSA,Cortina Sheer Aspen 2.91 x 3.10m,  ," $16,891.00 "
5,PyC-B2a-AC-PS,Persiana enrollable Screen 2.91 x 3.10m,  ," $11,970.00 "
5,PyC-B2a-FX-CBNY,Cortina Blackout New York 1.50 x 3.10m,  ," $13,699.00 "
5,PyC-B2a-FX-CSA,Cortina Sheer Aspen 1.50 x 3.10m,  ," $10,906.00 "
5,PyC-B2a-FX-PB,Persiana enrollable Blackout 1.50 x 3.10m,  ," $6,184.50 "
5,PyC-B2a-R1-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-B2a-R1-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-B2a-R1-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-B2a-R2-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-B2a-R2-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-B2a-R2-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-B2a-S-Inst,Instalación de Persianas y Cortinas,  ," $2,660.00 "
5,PyC-B2b-AC-CSA,Cortina Sheer Aspen 2.91 x 3.10m,  ," $16,891.00 "
5,PyC-B2b-AC-PS,Persiana enrollable Screen 2.91 x 3.10m,  ," $11,970.00 "
5,PyC-B2b-FX-CBNY,Cortina Blackout New York 1.50 x 3.10m,  ," $13,699.00 "
5,PyC-B2b-FX-CSA,Cortina Sheer Aspen 1.50 x 3.10m,  ," $10,906.00 "
5,PyC-B2b-FX-PB,Persiana enrollable Blackout 1.50 x 3.10m,  ," $6,184.50 "
5,PyC-B2b-R1-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-B2b-R1-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-B2b-R1-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-B2b-R2-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-B2b-R2-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-B2b-R2-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-B2b-S-Inst,Instalación de Persianas y Cortinas,  ," $2,660.00 "
5,PyC-B3-AC-CSA,Cortina Sheer Aspen 4.08 x 3.10m,  ," $20,615.00 "
5,PyC-B3-AC-PS,Persiana enrollable Screen 4.08 x 3.10m,  ," $14,364.00 "
5,PyC-B3-ES-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-B3-ES-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-B3-ES-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-B3-R1-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-B3-R1-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-B3-R1-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-B3-R2-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-B3-R2-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-B3-R2-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-B3-S-Inst,Instalación de Persianas y Cortinas,  ," $2,660.00 "
5,PyC-C-AC-CSA,Cortina Sheer Aspen 3.60 x 3.10m,  ," $19,285.00 "
5,PyC-C-AC-PS,Persiana enrollable Screen 3.60 x 3.10m,  ," $12,635.00 "
5,PyC-C-R1-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-C-R1-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-C-R1-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-C-R2-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-C-R2-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-C-R2-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-C-R3-CBNY,Cortina Blackout New York 1.00 x 3.10m,  ," $10,108.00 "
5,PyC-C-R3-CSA,Cortina Sheer Aspen 1.00 x 3.10m,  ," $6,118.00 "
5,PyC-C-R3-PB,Persiana enrollable Blackout 1.00 x 3.10m,  ," $4,123.00 "
5,PyC-C-S-Inst,Instalación de Persianas y Cortinas,  ," $2,660.00 "
6,AIRE-A-AC-2TR,Minisplit Mirage de 2TR frio y calor inverter para área social,  ," $18,447.10 "
6,AIRE-A-AC-Inst,Instalación de Minisplit Mirage de 2TR con 4m de tubería y base,  ," $9,243.50 "
6,AIRE-A-R1-1TR,Minisplit Mirage de 1TR frio y calor inverter para recámara principal,  ," $9,047.99 "
6,AIRE-A-R1-Inst,Instalación de Minisplit Mirage de 1TR recámara principal con 3m de tubería y cables de señal,  ," $5,386.50 "
6,AIRE-A-R2-1TR,Minisplit Mirage de 1TR frio y calor inverter para segunda recámara,  ," $9,047.99 "
6,AIRE-A-R2-Inst,Instalación de Minisplit Mirage de 1TR para segunda recámara básica,  ," $1,596.00 "
6,AIRE-A-EX-Rack,Rack metálico para equipos Mirage,  ," $9,975.00 "
6,AIRE-B1-AC-2TR,Minisplit Mirage de 2TR frio y calor inverter para área social,  ," $18,447.10 "
6,AIRE-B1-AC-Inst,Instalación de Minisplit Mirage de 2TR con Instalación básica,  ," $1,596.00 "
6,AIRE-B1-R1-1TR,Minisplit Mirage de 1TR frio y calor inverter para recámara principal,  ," $9,047.99 "
6,AIRE-B1-R1-Inst,Instalación de Minisplit Mirage de 1TR recámara principal con 7m de tubería y cables de señal,  ," $7,514.50 "
6,AIRE-B1-R2-1TR,Minisplit Mirage de 1TR frio y calor inverter para segunda recámara,  ," $9,047.99 "
6,AIRE-B1-R2-Inst,Instalación de Minisplit Mirage de 1TR para segunda recámara con 2m de tubería y cables,  ," $3,138.80 "
6,AIRE-B1-EX-Rack,Rack metálico para equipos mirage,  ," $9,975.00 "
6,AIRE-B2a-AC-2TR,Minisplit Mirage de 2TR frio y calor inverter para área social,  ," $18,447.10 "
6,AIRE-B2a-AC-Inst,Instalación de Minisplit Mirage de 2TR con 3m de tubería y base,  ," $8,312.50 "
6,AIRE-B2a-R1-1TR,Minisplit Mirage de 1TR frio y calor inverter para recámara principal,  ," $9,047.99 "
6,AIRE-B2a-R1-Inst,Instalación de Minisplit Mirage de 1TR recámara principal con 3m de tubería y cables de señal,  ," $5,386.50 "
6,AIRE-B2a-R2-1TR,Minisplit Mirage de 1TR frio y calor inverter para segunda recámara,  ," $9,047.99 "
6,AIRE-B2a-R2-Inst,Instalación de Minisplit Mirage de 1TR para segunda recámara básica,  ," $1,596.00 "
6,AIRE-B2a-FX-1TR,Minisplit Mirage de 1TR frio y calor inverter para recámara flex,  ," $9,047.99 "
6,AIRE-B2a-FX-Inst,Instalación de Minisplit Mirage de 1TR para recámara flex incluye base y 7m de tubería,  ," $7,514.50 "
6,AIRE-B2a-EX-Rack,Rack metálico para equipos mirage,  ," $11,305.00 "
6,AIRE-B2b-AC-2TR,Minisplit Mirage de 2TR frio y calor inverter para área social,  ," $18,447.10 "
6,AIRE-B2b-AC-Inst,Instalación de Minisplit Mirage de 2TR con 3m de tubería y base,  ," $8,312.50 "
6,AIRE-B2b-R1-1TR,Minisplit Mirage de 1TR frio y calor inverter para recámara principal,  ," $9,047.99 "
6,AIRE-B2b-R1-Inst,Instalación de Minisplit Mirage de 1TR recámara principal con 3m de tubería y cables de señal,  ," $5,386.50 "
6,AIRE-B2b-R2-1TR,Minisplit Mirage de 1TR frio y calor inverter para segunda recámara,  ," $9,047.99 "
6,AIRE-B2b-R2-Inst,Instalación de Minisplit Mirage de 1TR para segunda recámara básica,  ," $1,596.00 "
6,AIRE-B2b-FX-1TR,Minisplit Mirage de 1TR frio y calor inverter para recámara flex,  ," $9,047.99 "
6,AIRE-B2b-FX-Inst,Instalación de Minisplit Mirage de 1TR para recámara flex incluye base y 7m de tubería,  ," $7,514.50 "
6,AIRE-B2b-EX-Rack,Rack metálico para equipos mirage,  ," $11,305.00 "
6,AIRE-B3-AC-2TR,Minisplit Mirage de 2TR frio y calor inverter para área social,  ," $18,447.10 "
6,AIRE-B3-AC-Inst,Instalación de Minisplit Mirage de 2TR con 3m de tubería y base,  ," $8,312.50 "
6,AIRE-B3-R1-1TR,Minisplit Mirage de 1TR frio y calor inverter para recámara principal,  ," $9,047.99 "
6,AIRE-B3-R1-Inst,Instalación de Minisplit Mirage de 1TR recámara principal con 8m de tubería y cables de señal,  ," $8,285.90 "
6,AIRE-B3-R2-1TR,Minisplit Mirage de 1TR frio y calor inverter para segunda recámara,  ," $9,047.99 "
6,AIRE-B3-R2-Inst,Instalación de Minisplit Mirage de 1TR para segunda recámara básica,  ," $1,596.00 "
6,AIRE-B3-ES-1TR,Minisplit Mirage de 1TR frio y calor inverter para estudio/flex,  ," $9,047.99 "
6,AIRE-B3-ES-Inst,Instalación de Minisplit Mirage de 1TR para estudio/flex incluye base y 4m de tubería,  ," $5,187.00 "
6,AIRE-B3-EX-Rack,Rack metálico para equipos mirage,  ," $11,305.00 "
6,AIRE-C-AC-2TR,Minisplit Mirage de 2TR frio y calor inverter para área social,  ," $18,447.10 "
6,AIRE-C-AC-Inst,Instalación de Minisplit Mirage de 2TR con 3m de tubería y base,  ," $8,312.50 "
6,AIRE-C-R1-1TR,Minisplit Mirage de 1TR frio y calor inverter para recámara principal,  ," $9,047.99 "
6,AIRE-C-R1-Inst,Instalación de Minisplit Mirage de 1TR recámara principal con 7m de tubería y cables de señal,  ," $7,514.50 "
6,AIRE-C-R2-1TR,Minisplit Mirage de 1TR frio y calor inverter para segunda recámara,  ," $9,047.99 "
6,AIRE-C-R2-Inst,Instalación de Minisplit Mirage de 1TR para segunda recámara básica,  ," $1,596.00 "
6,AIRE-C-R3-1TR,Minisplit Mirage de 1TR frio y calor inverter para tercera recámara,  ," $9,047.99 "
6,AIRE-C-R3-Inst,Instalación de Minisplit Mirage de 1TR para tercera recámara incluye base y 7m de tubería,  ," $7,514.50 "
6,AIRE-C-EX-Rack,Rack metálico para equipos mirage,  ," $11,305.00 "
7,LIMP-A-S-RE,Retiro de escombro y limpieza de obra,  ," $5,985.00 "
7,LIMP-B1-S-RE,Retiro de escombro y limpieza de obra,  ," $5,985.00 "
7,LIMP-B2a-S-RE,Retiro de escombro y limpieza de obra,  ," $7,581.00 "
7,LIMP-B2b-S-RE,Retiro de escombro y limpieza de obra,  ," $7,581.00 "
7,LIMP-B3-S-RE,Retiro de escombro y limpieza de obra,  ," $7,581.00 "
7,LIMP-C-S-RE,Retiro de escombro y limpieza de obra,  ," $7,581.00 "
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
